id,level,order,source_order,character,meanings,readings,strokes,grade,frequency_rank,classical_radical_numbers,radical_names,components,atomic_component,example_words,provenance
n5-kanji-0024,N5,24,24,東,"[""east""]","{""onyomi"": [""トウ""], ""kunyomi"": [""ひがし""], ""nanori"": [""あい"", ""あがり"", ""あずま"", ""あづま"", ""こち"", ""さき"", ""しの"", ""とお"", ""はる"", ""ひが"", ""もと""]}",8,2,37,[75],[],"[{""symbol"": ""｜"", ""meanings"": []}, {""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}, {""symbol"": ""日"", ""meanings"": [""day"", ""sun"", ""Japan""]}, {""symbol"": ""木"", ""meanings"": [""tree"", ""wood""]}, {""symbol"": ""田"", ""meanings"": [""rice field"", ""rice paddy""]}]",False,"[{""written_raw"": ""東"", ""written_furigana"": ""{東}(ひがし)"", ""reading"": ""ひがし"", ""meanings"": [""east""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0025,N5,25,25,四,"[""four""]","{""onyomi"": [""シ""], ""kunyomi"": [""よ"", ""よ.つ"", ""よっ.つ"", ""よん""], ""nanori"": [""あ"", ""つ"", ""よつ""]}",5,1,47,[31],[],"[{""symbol"": ""儿"", ""meanings"": [""legs radical (no. 10)""]}, {""symbol"": ""囗"", ""meanings"": [""box"", ""box or enclosure radical (no. 31)""]}]",False,"[{""written_raw"": ""四つ"", ""written_furigana"": ""{四}(よっ)つ"", ""reading"": ""よっつ"", ""meanings"": [""four things""]}, {""written_raw"": ""四日"", ""written_furigana"": ""{四日}(よっか)"", ""reading"": ""よっか"", ""meanings"": [""four days"", ""fourth day of the month""]}, {""written_raw"": ""四"", ""written_furigana"": ""{四}(し)"", ""reading"": ""し"", ""meanings"": [""four""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0026,N5,26,26,今,"[""now""]","{""onyomi"": [""コン"", ""キン""], ""kunyomi"": [""いま""], ""nanori"": [""な""]}",4,2,49,[9],[],"[{""symbol"": ""个"", ""meanings"": [""counter for articles"", ""individual""]}, {""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}]",False,"[{""written_raw"": ""今"", ""written_furigana"": ""{今}(いま)"", ""reading"": ""いま"", ""meanings"": [""now""]}, {""written_raw"": ""今日"", ""written_furigana"": ""{今日}(きょう)"", ""reading"": ""きょう"", ""meanings"": [""today"", ""this day""]}, {""written_raw"": ""今晩"", ""written_furigana"": ""{今晩}(こんばん)"", ""reading"": ""こんばん"", ""meanings"": [""tonight"", ""this evening""]}, {""written_raw"": ""今週"", ""written_furigana"": ""{今週}(こんしゅう)"", ""reading"": ""こんしゅう"", ""meanings"": [""this week""]}, {""written_raw"": ""今朝"", ""written_furigana"": ""{今朝}(けさ)"", ""reading"": ""けさ"", ""meanings"": [""this morning""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0027,N5,27,27,金,"[""gold""]","{""onyomi"": [""キン"", ""コン"", ""ゴン""], ""kunyomi"": [""かね"", ""かな-"", ""-がね""], ""nanori"": [""かん"", ""きむ"", ""こ"", ""この"", ""ん""]}",8,1,53,[167],[],"[{""symbol"": ""王"", ""meanings"": [""king"", ""rule"", ""magnate""]}, {""symbol"": ""ハ"", ""meanings"": []}, {""symbol"": ""个"", ""meanings"": [""counter for articles"", ""individual""]}, {""symbol"": ""并"", ""meanings"": [""put together""]}]",False,"[{""written_raw"": ""金曜日"", ""written_furigana"": ""{金曜日}(きんようび)"", ""reading"": ""きんようび"", ""meanings"": [""Friday""]}, {""written_raw"": ""お金"", ""written_furigana"": ""お{金}(かね)"", ""reading"": ""おかね"", ""meanings"": [""money""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0028,N5,28,28,九,"[""nine""]","{""onyomi"": [""キュウ"", ""ク""], ""kunyomi"": [""ここの"", ""ここの.つ""], ""nanori"": [""いちじく"", ""いちのく"", ""この"", ""ひさし""]}",2,1,55,[5],[],[],True,"[{""written_raw"": ""九つ"", ""written_furigana"": ""{九}(ここの)つ"", ""reading"": ""ここのつ"", ""meanings"": [""nine things""]}, {""written_raw"": ""九日"", ""written_furigana"": ""{九日}(ここのか)"", ""reading"": ""ここのか"", ""meanings"": [""nine days"", ""ninth day of the month""]}, {""written_raw"": ""九"", ""written_furigana"": ""{九}(きゅう)"", ""reading"": ""きゅう"", ""meanings"": [""nine""]}, {""written_raw"": ""九"", ""written_furigana"": ""{九}(く)"", ""reading"": ""く"", ""meanings"": [""nine""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0029,N5,29,29,入,"[""enter"", ""insert""]","{""onyomi"": [""ニュウ"", ""ジュ""], ""kunyomi"": [""い.る"", ""-い.る"", ""-い.り"", ""い.れる"", ""-い.れ"", ""はい.る""], ""nanori"": [""いり"", ""いる"", ""に"", ""の"", ""りり""]}",2,1,56,[11],[],[],True,"[{""written_raw"": ""入口"", ""written_furigana"": ""{入口}(いりぐち)"", ""reading"": ""いりぐち"", ""meanings"": [""entrance""]}, {""written_raw"": ""入れる"", ""written_furigana"": ""{入}(い)れる"", ""reading"": ""いれる"", ""meanings"": [""to put in""]}, {""written_raw"": ""入る"", ""written_furigana"": ""{入}(はい)る"", ""reading"": ""はいる"", ""meanings"": [""to enter"", ""to contain"", ""to hold""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0030,N5,30,30,学,"[""study"", ""learning"", ""science""]","{""onyomi"": [""ガク""], ""kunyomi"": [""まな.ぶ""], ""nanori"": [""たか"", ""のり""]}",8,1,63,[39],[],"[{""symbol"": ""子"", ""meanings"": [""child"", ""sign of the rat"", ""11PM-1AM""]}, {""symbol"": ""尚"", ""meanings"": [""esteem"", ""furthermore"", ""still""]}, {""symbol"": ""冖"", ""meanings"": [""wa-shaped crown radical (no. 14)""]}]",False,"[{""written_raw"": ""学生"", ""written_furigana"": ""{学生}(がくせい)"", ""reading"": ""がくせい"", ""meanings"": [""student""]}, {""written_raw"": ""大学"", ""written_furigana"": ""{大学}(だいがく)"", ""reading"": ""だいがく"", ""meanings"": [""college"", ""university""]}, {""written_raw"": ""留学生"", ""written_furigana"": ""{留学生}(りゅうがくせい)"", ""reading"": ""りゅうがくせい"", ""meanings"": [""international student""]}, {""written_raw"": ""学校"", ""written_furigana"": ""{学校}(がっこう)"", ""reading"": ""がっこう"", ""meanings"": [""a school""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0031,N5,31,31,高,"[""tall"", ""high"", ""expensive""]","{""onyomi"": [""コウ""], ""kunyomi"": [""たか.い"", ""たか"", ""-だか"", ""たか.まる"", ""たか.める""], ""nanori"": [""か"", ""こ"", ""じょい"", ""た"", ""はか""]}",10,2,65,[189],[],"[{""symbol"": ""口"", ""meanings"": [""mouth""]}, {""symbol"": ""亠"", ""meanings"": [""kettle lid radical (no. 8)""]}, {""symbol"": ""冂"", ""meanings"": [""upside-down box radical (no. 13)""]}]",False,"[{""written_raw"": ""高い"", ""written_furigana"": ""{高}(たか)い"", ""reading"": ""たかい"", ""meanings"": [""tall"", ""high"", ""expensive""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0032,N5,32,32,円,"[""circle"", ""yen"", ""round""]","{""onyomi"": [""エン""], ""kunyomi"": [""まる.い"", ""まる"", ""まど"", ""まど.か"", ""まろ.やか""], ""nanori"": [""つぶら"", ""のぶ"", ""まどか"", ""みつ""]}",4,1,69,[13],[],"[{""symbol"": ""冂"", ""meanings"": [""upside-down box radical (no. 13)""]}, {""symbol"": ""亠"", ""meanings"": [""kettle lid radical (no. 8)""]}, {""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}, {""symbol"": ""｜"", ""meanings"": []}]",False,"[{""written_raw"": ""〜円"", ""written_furigana"": ""〜{円}(えん)"", ""reading"": ""〜えん"", ""meanings"": [""Yen""]}, {""written_raw"": ""丸い"", ""written_furigana"": ""{丸}(まる)い"", ""reading"": ""まるい"", ""meanings"": [""round"", ""circular""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0033,N5,33,33,子,"[""child"", ""sign of the rat"", ""11PM-1AM"", ""first sign of Chinese zodiac""]","{""onyomi"": [""シ"", ""ス"", ""ツ""], ""kunyomi"": [""こ"", ""-こ"", ""ね""], ""nanori"": [""い"", ""き"", ""ぎ"", ""く"", ""け"", ""ねっ""]}",3,1,72,[39],[],[],True,"[{""written_raw"": ""帽子"", ""written_furigana"": ""{帽子}(ぼうし)"", ""reading"": ""ぼうし"", ""meanings"": [""hat"", ""cap""]}, {""written_raw"": ""子供"", ""written_furigana"": ""{子供}(こども)"", ""reading"": ""こども"", ""meanings"": [""child(ren)""]}, {""written_raw"": ""お菓子"", ""written_furigana"": ""お{菓子}(かし)"", ""reading"": ""おかし"", ""meanings"": [""confections"", ""sweets"", ""snack""]}, {""written_raw"": ""男の子"", ""written_furigana"": ""{男}(おとこ)の{子}(こ)"", ""reading"": ""おとこのこ"", ""meanings"": [""boy""]}, {""written_raw"": ""女の子"", ""written_furigana"": ""{女}(おんな)の{子}(こ)"", ""reading"": ""おんなのこ"", ""meanings"": [""girl""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0034,N5,34,34,外,"[""outside""]","{""onyomi"": [""ガイ"", ""ゲ""], ""kunyomi"": [""そと"", ""ほか"", ""はず.す"", ""はず.れる"", ""と-""], ""nanori"": [""うい"", ""け"", ""ふか""]}",5,2,81,[36],[],"[{""symbol"": ""卜"", ""meanings"": [""divining"", ""fortune-telling"", ""divination or katakana to radical (no. 25)""]}, {""symbol"": ""夕"", ""meanings"": [""evening""]}]",False,"[{""written_raw"": ""外国"", ""written_furigana"": ""{外国}(がいこく)"", ""reading"": ""がいこく"", ""meanings"": [""foreign country"", ""abroad""]}, {""written_raw"": ""外国人"", ""written_furigana"": ""{外国人}(がいこくじん)"", ""reading"": ""がいこくじん"", ""meanings"": [""foreigner""]}, {""written_raw"": ""外"", ""written_furigana"": ""{外}(そと)"", ""reading"": ""そと"", ""meanings"": [""outside"", ""exterior""]}, {""written_raw"": ""外"", ""written_furigana"": ""{外}(ほか)"", ""reading"": ""ほか"", ""meanings"": [""other"", ""the rest""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0035,N5,35,35,八,"[""eight"", ""eight radical (no. 12)""]","{""onyomi"": [""ハチ"", ""ハツ""], ""kunyomi"": [""や"", ""や.つ"", ""やっ.つ"", ""よう""], ""nanori"": [""な"", ""は"", ""はっ"", ""やち"", ""やつ""]}",2,1,92,[12],"[""はちがしら""]","[{""symbol"": ""ハ"", ""meanings"": []}]",False,"[{""written_raw"": ""八つ"", ""written_furigana"": ""{八}(やっ)つ"", ""reading"": ""やっつ"", ""meanings"": [""eight things""]}, {""written_raw"": ""八日"", ""written_furigana"": ""{八日}(ようか)"", ""reading"": ""ようか"", ""meanings"": [""eight days"", ""eighth day of the month""]}, {""written_raw"": ""八"", ""written_furigana"": ""{八}(はち)"", ""reading"": ""はち"", ""meanings"": [""eight""]}, {""written_raw"": ""八百屋"", ""written_furigana"": ""{八百屋}(やおや)"", ""reading"": ""やおや"", ""meanings"": [""greengrocer""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0036,N5,36,36,六,"[""six""]","{""onyomi"": [""ロク"", ""リク""], ""kunyomi"": [""む"", ""む.つ"", ""むっ.つ"", ""むい""], ""nanori"": [""く"", ""むつ"", ""ろっ"", ""ろつ""]}",4,1,93,[12],[],"[{""symbol"": ""ハ"", ""meanings"": []}, {""symbol"": ""亠"", ""meanings"": [""kettle lid radical (no. 8)""]}]",False,"[{""written_raw"": ""六つ"", ""written_furigana"": ""{六}(むっ)つ"", ""reading"": ""むっつ"", ""meanings"": [""six things""]}, {""written_raw"": ""六日"", ""written_furigana"": ""{六日}(むいか)"", ""reading"": ""むいか"", ""meanings"": [""six days"", ""sixth day of month""]}, {""written_raw"": ""六"", ""written_furigana"": ""{六}(ろく)"", ""reading"": ""ろく"", ""meanings"": [""six""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0037,N5,37,37,下,"[""below"", ""down"", ""descend"", ""give"", ""low"", ""inferior""]","{""onyomi"": [""カ"", ""ゲ""], ""kunyomi"": [""した"", ""しも"", ""もと"", ""さ.げる"", ""さ.がる"", ""くだ.る"", ""くだ.り"", ""くだ.す"", ""-くだ.す"", ""くだ.さる"", ""お.ろす"", ""お.りる""], ""nanori"": [""さか"", ""しと""]}",3,1,97,[1],[],"[{""symbol"": ""｜"", ""meanings"": []}, {""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}, {""symbol"": ""卜"", ""meanings"": [""divining"", ""fortune-telling"", ""divination or katakana to radical (no. 25)""]}]",False,"[{""written_raw"": ""地下鉄"", ""written_furigana"": ""{地下鉄}(ちかてつ)"", ""reading"": ""ちかてつ"", ""meanings"": [""underground train"", ""subway""]}, {""written_raw"": ""靴下"", ""written_furigana"": ""{靴下}(くつした)"", ""reading"": ""くつした"", ""meanings"": [""socks""]}, {""written_raw"": ""下さい"", ""written_furigana"": ""{下}(くだ)さい"", ""reading"": ""ください"", ""meanings"": [""(with te-form verb) please do for me""]}, {""written_raw"": ""下"", ""written_furigana"": ""{下}(した)"", ""reading"": ""した"", ""meanings"": [""under"", ""below"", ""beneath""]}, {""written_raw"": ""下手"", ""written_furigana"": ""{下手}(へた)"", ""reading"": ""へた"", ""meanings"": [""unskillful"", ""poor""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0038,N5,38,38,来,"[""come"", ""due"", ""next"", ""cause"", ""become""]","{""onyomi"": [""ライ"", ""タイ""], ""kunyomi"": [""く.る"", ""きた.る"", ""きた.す"", ""き.たす"", ""き.たる"", ""き"", ""こ""], ""nanori"": [""くり"", ""くる"", ""ごろ"", ""さ""]}",7,2,102,[75],[],"[{""symbol"": ""｜"", ""meanings"": []}, {""symbol"": ""二"", ""meanings"": [""two"", ""two radical (no. 7)""]}, {""symbol"": ""米"", ""meanings"": [""rice"", ""USA"", ""metre""]}, {""symbol"": ""亠"", ""meanings"": [""kettle lid radical (no. 8)""]}, {""symbol"": ""木"", ""meanings"": [""tree"", ""wood""]}]",False,"[{""written_raw"": ""来週"", ""written_furigana"": ""{来週}(らいしゅう)"", ""reading"": ""らいしゅう"", ""meanings"": [""next week""]}, {""written_raw"": ""来年"", ""written_furigana"": ""{来年}(らいねん)"", ""reading"": ""らいねん"", ""meanings"": [""next year""]}, {""written_raw"": ""来月"", ""written_furigana"": ""{来月}(らいげつ)"", ""reading"": ""らいげつ"", ""meanings"": [""next month""]}, {""written_raw"": ""来る"", ""written_furigana"": ""{来}(く)る"", ""reading"": ""くる"", ""meanings"": [""to come""]}, {""written_raw"": ""さ来年"", ""written_furigana"": ""さ{来年}(らいねん)"", ""reading"": ""さらいねん"", ""meanings"": [""year after next""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0039,N5,39,39,気,"[""spirit"", ""mind"", ""air"", ""atmosphere"", ""mood""]","{""onyomi"": [""キ"", ""ケ""], ""kunyomi"": [""いき"", ""き""], ""nanori"": []}",6,1,113,[84],[],"[{""symbol"": ""气"", ""meanings"": [""spirit"", ""steam radical (no. 84)""]}, {""symbol"": ""丶"", ""meanings"": [""dot"", ""tick or dot radical (no. 3)""]}, {""symbol"": ""ノ"", ""meanings"": []}, {""symbol"": ""乞"", ""meanings"": [""beg"", ""invite"", ""ask""]}]",False,"[{""written_raw"": ""天気"", ""written_furigana"": ""{天気}(てんき)"", ""reading"": ""てんき"", ""meanings"": [""weather""]}, {""written_raw"": ""電気"", ""written_furigana"": ""{電気}(でんき)"", ""reading"": ""でんき"", ""meanings"": [""electricity"", ""(electric) light""]}, {""written_raw"": ""病気"", ""written_furigana"": ""{病気}(びょうき)"", ""reading"": ""びょうき"", ""meanings"": [""illness"", ""sickness""]}, {""written_raw"": ""元気"", ""written_furigana"": ""{元気}(げんき)"", ""reading"": ""げんき"", ""meanings"": [""health(y)"", ""energetic""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0040,N5,40,40,小,"[""little"", ""small""]","{""onyomi"": [""ショウ""], ""kunyomi"": [""ちい.さい"", ""こ-"", ""お-"", ""さ-""], ""nanori"": [""いさら"", ""こう"", ""さざ"", ""しゃお"", ""ちいさ""]}",3,1,114,[42],[],[],True,"[{""written_raw"": ""小さい"", ""written_furigana"": ""{小}(ちい)さい"", ""reading"": ""ちいさい"", ""meanings"": [""small"", ""little""]}, {""written_raw"": ""小さな"", ""written_furigana"": ""{小}(ちい)さな"", ""reading"": ""ちいさな"", ""meanings"": [""small"", ""little""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0041,N5,41,41,七,"[""seven""]","{""onyomi"": [""シチ""], ""kunyomi"": [""なな"", ""なな.つ"", ""なの""], ""nanori"": [""し"", ""しっ"", ""な"", ""ひち""]}",2,1,115,[1],[],"[{""symbol"": ""乙"", ""meanings"": [""the latter"", ""duplicate"", ""strange""]}, {""symbol"": ""匕"", ""meanings"": [""spoon"", ""spoon or katakana hi radical (no. 21)""]}, {""symbol"": ""ノ"", ""meanings"": []}]",False,"[{""written_raw"": ""七つ"", ""written_furigana"": ""{七}(なな)つ"", ""reading"": ""ななつ"", ""meanings"": [""seven things""]}, {""written_raw"": ""七日"", ""written_furigana"": ""{七日}(なのか)"", ""reading"": ""なのか"", ""meanings"": [""seven days"", ""seventh day (of the month)""]}, {""written_raw"": ""七"", ""written_furigana"": ""{七}(しち)"", ""reading"": ""しち"", ""meanings"": [""seven""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0042,N5,42,42,山,"[""mountain""]","{""onyomi"": [""サン"", ""セン""], ""kunyomi"": [""やま""], ""nanori"": [""さ"", ""やの"", ""やん""]}",3,1,131,[46],[],[],True,"[{""written_raw"": ""山"", ""written_furigana"": ""{山}(やま)"", ""reading"": ""やま"", ""meanings"": [""mountain""]}, {""written_raw"": ""沢山"", ""written_furigana"": ""{沢山}(たくさん)"", ""reading"": ""たくさん"", ""meanings"": [""many"", ""much""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0043,N5,43,43,話,"[""tale"", ""talk""]","{""onyomi"": [""ワ""], ""kunyomi"": [""はな.す"", ""はなし""], ""nanori"": []}",13,2,134,[149],[],"[{""symbol"": ""言"", ""meanings"": [""say"", ""word""]}, {""symbol"": ""口"", ""meanings"": [""mouth""]}, {""symbol"": ""舌"", ""meanings"": [""tongue"", ""reed"", ""clapper""]}]",False,"[{""written_raw"": ""電話"", ""written_furigana"": ""{電話}(でんわ)"", ""reading"": ""でんわ"", ""meanings"": [""a telephone""]}, {""written_raw"": ""話"", ""written_furigana"": ""{話}(はなし)"", ""reading"": ""はなし"", ""meanings"": [""talk (chat)"", ""story""]}, {""written_raw"": ""話す"", ""written_furigana"": ""{話}(はな)す"", ""reading"": ""はなす"", ""meanings"": [""to speak""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0044,N5,44,44,女,"[""woman"", ""female""]","{""onyomi"": [""ジョ"", ""ニョ"", ""ニョウ""], ""kunyomi"": [""おんな"", ""め""], ""nanori"": [""おな"", ""た"", ""つき"", ""な""]}",3,1,151,[38],[],[],True,"[{""written_raw"": ""女の子"", ""written_furigana"": ""{女}(おんな)の{子}(こ)"", ""reading"": ""おんなのこ"", ""meanings"": [""girl""]}, {""written_raw"": ""女"", ""written_furigana"": ""{女}(おんな)"", ""reading"": ""おんな"", ""meanings"": [""woman"", ""female""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0045,N5,45,45,北,"[""north""]","{""onyomi"": [""ホク""], ""kunyomi"": [""きた""], ""nanori"": [""きら"", ""ほう"", ""ほっ"", ""ほつ""]}",5,2,153,[21],[],"[{""symbol"": ""匕"", ""meanings"": [""spoon"", ""spoon or katakana hi radical (no. 21)""]}, {""symbol"": ""爿"", ""meanings"": [""left-side kata radical (no. 90)""]}]",False,"[{""written_raw"": ""北"", ""written_furigana"": ""{北}(きた)"", ""reading"": ""きた"", ""meanings"": [""north""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0046,N5,46,46,午,"[""noon"", ""sign of the horse"", ""11AM-1PM"", ""seventh sign of Chinese zodiac""]","{""onyomi"": [""ゴ""], ""kunyomi"": [""うま""], ""nanori"": []}",4,2,154,[24],[],"[{""symbol"": ""ノ"", ""meanings"": []}, {""symbol"": ""干"", ""meanings"": [""dry"", ""parch"", ""ebb""]}, {""symbol"": ""十"", ""meanings"": [""ten""]}, {""symbol"": ""乞"", ""meanings"": [""beg"", ""invite"", ""ask""]}]",False,"[{""written_raw"": ""午後"", ""written_furigana"": ""{午後}(ごご)"", ""reading"": ""ごご"", ""meanings"": [""afternoon"", ""P.M.""]}, {""written_raw"": ""午前"", ""written_furigana"": ""{午前}(ごぜん)"", ""reading"": ""ごぜん"", ""meanings"": [""morning"", ""A.M.""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0047,N5,47,47,百,"[""hundred""]","{""onyomi"": [""ヒャク"", ""ビャク""], ""kunyomi"": [""もも""], ""nanori"": [""お"", ""ど"", ""どう"", ""なり"", ""ひゃっ"", ""ひゅく"", ""も"", ""もんど"", ""ゆう""]}",6,1,163,[106],[],"[{""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}, {""symbol"": ""白"", ""meanings"": [""white""]}]",False,"[{""written_raw"": ""百"", ""written_furigana"": ""{百}(ひゃく)"", ""reading"": ""ひゃく"", ""meanings"": [""hundred""]}, {""written_raw"": ""八百屋"", ""written_furigana"": ""{八百屋}(やおや)"", ""reading"": ""やおや"", ""meanings"": [""greengrocer""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0048,N5,48,48,書,"[""write""]","{""onyomi"": [""ショ""], ""kunyomi"": [""か.く"", ""-が.き"", ""-がき""], ""nanori"": [""かき""]}",10,2,169,[73],[],"[{""symbol"": ""日"", ""meanings"": [""day"", ""sun"", ""Japan""]}, {""symbol"": ""聿"", ""meanings"": [""brush"", ""finally"", ""self""]}]",False,"[{""written_raw"": ""辞書"", ""written_furigana"": ""{辞書}(じしょ)"", ""reading"": ""じしょ"", ""meanings"": [""dictionary""]}, {""written_raw"": ""図書館"", ""written_furigana"": ""{図書館}(としょかん)"", ""reading"": ""としょかん"", ""meanings"": [""library""]}, {""written_raw"": ""葉書"", ""written_furigana"": ""{葉書}(はがき)"", ""reading"": ""はがき"", ""meanings"": [""postcard""]}, {""written_raw"": ""書く"", ""written_furigana"": ""{書}(か)く"", ""reading"": ""かく"", ""meanings"": [""to write""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0049,N5,49,49,先,"[""before"", ""ahead"", ""previous"", ""future"", ""precedence""]","{""onyomi"": [""セン""], ""kunyomi"": [""さき"", ""ま.ず""], ""nanori"": [""ぽん""]}",6,1,173,[10],[],"[{""symbol"": ""ノ"", ""meanings"": []}, {""symbol"": ""土"", ""meanings"": [""soil"", ""earth"", ""ground""]}, {""symbol"": ""儿"", ""meanings"": [""legs radical (no. 10)""]}]",False,"[{""written_raw"": ""先生"", ""written_furigana"": ""{先生}(せんせい)"", ""reading"": ""せんせい"", ""meanings"": [""teacher"", ""professor"", ""master"", ""doctor""]}, {""written_raw"": ""先週"", ""written_furigana"": ""{先週}(せんしゅう)"", ""reading"": ""せんしゅう"", ""meanings"": [""last week""]}, {""written_raw"": ""先月"", ""written_furigana"": ""{先月}(せんげつ)"", ""reading"": ""せんげつ"", ""meanings"": [""last month""]}, {""written_raw"": ""先"", ""written_furigana"": ""{先}(さき)"", ""reading"": ""さき"", ""meanings"": [""future"", ""recent"", ""previous""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
